Platform,Year,Genre,Publisher
PS,1995,Sports,Victor Interactive
3DS,2014,Role-Playing,Sega
X360,2008,Misc,Namco Bandai Games
PSP,2012,Adventure,Konami Digital Entertainment
GC,N/A,Racing,Unknown
GB,2000,Platform,Capcom
DS,2011,Misc,Activision
PC,2003,Simulation,Electronic Arts
GBA,2002,Puzzle,Vivendi Games
XOne,2016,Action,Capcom
X360,2014,Simulation,Kalypso Media
DS,2007,Adventure,Ubisoft
Wii,2009,Racing,Bethesda Softworks
DS,2006,Action,Eidos Interactive
PS2,2002,Action,3DO
DS,2010,Puzzle,Ubisoft
XB,2005,Adventure,Microids
XB,2005,Racing,Empire Interactive
SAT,1995,Racing,Sega
PC,2013,Adventure,Daedalic Entertainment
PS,1998,Action,3DO
X360,2009,Action,THQ
GB,2001,Platform,Capcom
XB,2003,Platform,Namco Bandai Games
X360,2006,Fighting,Majesco Entertainment
DS,2008,Role-Playing,Square Enix
PS2,2004,Strategy,Tecmo Koei
DS,2006,Sports,Zoo Digital Publishing
DS,2008,Role-Playing,Banpresto
PSP,2008,Fighting,Ignition Entertainment
PS2,2002,Simulation,Sega
DS,2011,Misc,THQ
X360,2012,Simulation,Mad Catz
X360,2011,Fighting,Crave Entertainment
PS2,2004,Strategy,LucasArts
GC,2003,Adventure,Ubisoft
GBA,2005,Misc,Zoo Digital Publishing
XB,2002,Strategy,Eidos Interactive
PS,1998,Adventure,Pioneer LDC
PSP,2010,Action,Konami Digital Entertainment
PS,1998,Puzzle,Sony Computer Entertainment
SNES,1994,Sports,Asmik Corp
PS2,2008,Adventure,Tecmo Koei
XB,2002,Racing,Microsoft Game Studios
PS3,2013,Role-Playing,Nippon Ichi Software
PS3,2012,Sports,Ackkstudios
PS,1996,Platform,Virgin Interactive
PS4,2016,Action,Activision
PS,1997,Shooter,THQ
PSV,2015,Adventure,Aqua Plus
XOne,2014,Adventure,Telltale Games
GBA,2003,Fighting,Ubisoft
PSV,2013,Action,Sony Computer Entertainment
DS,2009,Puzzle,SouthPeak Games
3DS,2013,Simulation,Disney Interactive Studios
Wii,2010,Sports,Alternative Software
GC,2005,Strategy,Namco Bandai Games
PS2,2007,Misc,Brash Entertainment
DS,2007,Sports,Atari
DS,2007,Sports,Rising Star Games
PS2,2007,Strategy,Tecmo Koei
DS,2008,Role-Playing,Namco Bandai Games
DS,2010,Adventure,Namco Bandai Games
PS3,2010,Racing,Activision
3DS,2013,Misc,Alchemist
Wii,2010,Simulation,Zoo Games
DS,2010,Puzzle,Natsume
DS,2009,Simulation,505 Games
DS,2008,Adventure,THQ
GBA,2003,Misc,Crave Entertainment
XB,2005,Platform,THQ
X360,2015,Action,Ubisoft
GC,2005,Fighting,Konami Digital Entertainment
PC,2011,Simulation,Excalibur Publishing
XB,2005,Shooter,Zoo Digital Publishing
Wii,2010,Sports,Konami Digital Entertainment
PS2,2008,Adventure,Scholastic Inc.
PS3,2015,Sports,Ubisoft
XB,2003,Misc,Microsoft Game Studios
3DS,2011,Simulation,Ubisoft
PS,1995,Shooter,Electronic Arts
PSP,2008,Adventure,Namco Bandai Games
GBA,2001,Platform,Ubisoft
PC,2012,Role-Playing,Namco Bandai Games
PS2,2006,Misc,Myelin Media
PSP,2010,Adventure,Idea Factory
XB,2002,Racing,THQ
DS,2005,Role-Playing,Nintendo
SNES,1994,Action,Banpresto
Wii,2008,Misc,Ignition Entertainment
PS2,2009,Strategy,Namco Bandai Games
X360,2014,Misc,Disney Interactive Studios
PSP,2009,Strategy,Namco Bandai Games
DS,2007,Strategy,THQ
PS2,2004,Shooter,Global Star
Wii,2010,Racing,Unknown
DS,2007,Misc,Rocket Company
DS,2009,Action,Namco Bandai Games
GC,2005,Shooter,Ubisoft
3DS,2012,Shooter,Capcom
DS,2008,Strategy,Tecmo Koei
PS4,2016,Fighting,PQube
PSV,2015,Role-Playing,Nippon Ichi Software
3DS,2013,Misc,Namco Bandai Games
PC,2012,Adventure,Focus Home Interactive
DS,2009,Racing,Tecmo Koei
DC,2000,Fighting,SNK
DS,2009,Misc,Nintendo
PSP,2009,Action,THQ
GBA,2003,Platform,Activision
GBA,2003,Sports,Acclaim Entertainment
WiiU,2014,Adventure,Namco Bandai Games
DS,2005,Action,Ubisoft
3DS,2012,Action,Namco Bandai Games
DS,2008,Adventure,Rising Star Games
XB,2002,Action,Vivendi Games
PSP,2008,Role-Playing,Falcom Corporation
DS,2011,Misc,GameMill Entertainment
PSP,2006,Sports,Oxygen Interactive
PS2,2007,Racing,Black Bean Games
PS2,2007,Racing,Midway Games
PS,1998,Sports,Take-Two Interactive
PC,2011,Shooter,Codemasters
PC,2009,Shooter,Warner Bros. Interactive Entertainment
GC,2002,Sports,Sega
PS,2000,Action,Tecmo Koei
GC,2005,Misc,Konami Digital Entertainment
3DS,N/A,Shooter,D3Publisher
DS,2007,Puzzle,Nintendo
N64,2000,Sports,Nintendo
PS2,2008,Action,Eidos Interactive
DS,2010,Adventure,THQ
GBA,2004,Action,Nintendo
PS2,2002,Adventure,Sammy Corporation
DS,2006,Misc,Konami Digital Entertainment
PS2,2005,Action,Capcom
3DS,2011,Platform,Asylum Entertainment
PC,2010,Shooter,Square Enix
DS,2009,Adventure,D3Publisher
GBA,2002,Sports,Konami Digital Entertainment
DS,2008,Racing,Destineer
X360,2007,Role-Playing,Success
3DS,2013,Role-Playing,Namco Bandai Games
PSV,2014,Adventure,Telltale Games
DS,N/A,Action,Ignition Entertainment
DS,2008,Simulation,Mercury Games
DS,2005,Misc,505 Games
X360,2009,Shooter,Codemasters
PSP,2012,Adventure,Namco Bandai Games
PS3,2011,Misc,MTV Games
PC,2005,Role-Playing,Microsoft Game Studios
XB,2002,Action,Atari
PS2,2003,Strategy,Tecmo Koei
XB,2004,Adventure,Codemasters
GB,2000,Action,Konami Digital Entertainment
XB,2002,Racing,Rage Software
PSP,2006,Fighting,Sony Computer Entertainment
GEN,1993,Adventure,Sega
Wii,2007,Fighting,Zoo Digital Publishing
X360,2009,Misc,MTV Games
Wii,2006,Platform,Ubisoft
PC,2009,Sports,Sega
Wii,2007,Sports,505 Games
PS,1996,Shooter,Eidos Interactive
PS,1998,Strategy,Human Entertainment
PSP,2012,Role-Playing,Namco Bandai Games
PSV,2012,Role-Playing,Falcom Corporation
X360,2006,Shooter,Eidos Interactive
DS,2009,Platform,505 Games
PS3,2012,Shooter,Namco Bandai Games
PS2,2008,Action,Konami Digital Entertainment
PS,1998,Action,Psygnosis
X360,2012,Misc,505 Games
PS2,2001,Sports,Konami Digital Entertainment
DS,2011,Sports,Destineer
DS,2007,Simulation,Electronic Arts
Wii,2009,Racing,Zoo Digital Publishing
3DS,2011,Sports,Konami Digital Entertainment
PC,2003,Simulation,Microsoft Game Studios
XB,2002,Platform,Atari
XB,2003,Action,Electronic Arts
DS,2009,Sports,Konami Digital Entertainment
PS2,N/A,Action,Konami Digital Entertainment
PC,2010,Simulation,Deep Silver
3DS,2014,Adventure,Namco Bandai Games
GC,2003,Platform,BAM! Entertainment
SNES,1991,Sports,Imagineer
N64,1997,Racing,ASCII Entertainment
N64,2000,Strategy,Crave Entertainment
GBA,2001,Misc,Majesco Entertainment
N64,1999,Adventure,Kemco
NES,1992,Fighting,Konami Digital Entertainment
N64,1998,Fighting,Banpresto
N64,2000,Sports,THQ
X360,2009,Sports,Take-Two Interactive
XB,2004,Action,Tecmo Koei
PS2,2006,Adventure,Sony Computer Entertainment
PC,2009,Strategy,Paradox Interactive
PSP,2009,Action,Irem Software Engineering
PSV,2015,Action,PQube
DS,2010,Adventure,City Interactive
DS,2009,Simulation,Konami Digital Entertainment
GC,2003,Sports,Electronic Arts
PS3,2015,Racing,Milestone S.r.l.
PS3,2013,Strategy,Namco Bandai Games
PC,2007,Simulation,Electronic Arts
GC,2003,Platform,Ubisoft
Wii,2008,Sports,Take-Two Interactive
PSP,2008,Role-Playing,Namco Bandai Games
XB,2004,Misc,Gathering of Developers
X360,2011,Fighting,Capcom
PC,2016,Shooter,Take-Two Interactive
GBA,2005,Adventure,DTP Entertainment
PS,1996,Role-Playing,Sunsoft
Wii,2010,Misc,Graffiti
Wii,2007,Platform,Metro 3D
DS,2006,Shooter,Atari
PSP,2005,Adventure,Atari
PS3,2016,Fighting,PQube
PS2,2000,Action,Sunrise Interactive
DS,2006,Action,Namco Bandai Games
XB,N/A,Shooter,Unknown
Wii,2007,Shooter,505 Games
3DS,2014,Puzzle,Activision
DS,2010,Action,Namco Bandai Games
PS2,2004,Action,Tecmo Koei
PSV,2015,Role-Playing,Kadokawa Shoten
Wii,2010,Simulation,Majesco Entertainment
3DS,2013,Action,FuRyu
DS,2008,Adventure,Alchemist
PSV,2015,Misc,Marvelous Entertainment
DS,2008,Sports,Vir2L Studios
DS,2007,Shooter,Majesco Entertainment
DS,2010,Action,Unknown
PS3,N/A,Simulation,Kalypso Media
PS,1997,Shooter,Sony Computer Entertainment
GC,2005,Platform,Ubisoft
DS,2008,Adventure,Ubisoft
DS,2008,Misc,Oxygen Interactive
PS,1998,Racing,Mindscape
DS,2010,Misc,Konami Digital Entertainment
GC,2004,Action,Electronic Arts
PS2,2005,Role-Playing,Tecmo Koei
PSP,2007,Misc,Xplosiv
Wii,2008,Shooter,Konami Digital Entertainment
PS2,2006,Simulation,Konami Digital Entertainment
GBA,2006,Action,Banpresto
PS2,2005,Racing,THQ
PS2,2008,Misc,Activision
DS,2005,Strategy,Namco Bandai Games
Wii,2009,Misc,Zoo Games
PS2,2000,Shooter,Swing! Entertainment
PS3,2014,Shooter,City Interactive
PC,2015,Action,Ubisoft
Wii,2011,Sports,Rocket Company
GC,2005,Action,Sega
XB,2004,Platform,Activision
PS,1997,Action,Acclaim Entertainment
PS2,2007,Adventure,Alchemist
Wii,2010,Fighting,Sega
X360,2006,Misc,Microsoft Game Studios
GBA,2004,Action,Atlus
DS,2008,Strategy,Sega
DS,2011,Action,Activision
XOne,2014,Action,Tecmo Koei
PSP,2012,Action,Unknown
PS,1996,Simulation,Elite
DC,2001,Racing,Sega
SNES,1992,Role-Playing,Epoch
WiiU,2012,Action,Namco Bandai Games
DS,2008,Sports,Atari
GEN,1993,Action,Capcom
PC,2007,Strategy,Electronic Arts
GC,2003,Fighting,NewKidCo
DS,2010,Role-Playing,Namco Bandai Games
GBA,2004,Puzzle,Nintendo
3DS,2014,Action,Nippon Columbia
XOne,2015,Role-Playing,Focus Home Interactive
Wii,2009,Adventure,Kadokawa Shoten
DS,2005,Misc,505 Games
DS,2008,Action,Empire Interactive
PS,1995,Shooter,Electronic Arts
PS4,2015,Action,Ubisoft
PS2,2002,Action,Enix Corporation
PS,1994,Racing,Sony Computer Entertainment
DS,2005,Strategy,Majesco Entertainment
PS3,2010,Role-Playing,Acquire
PS,2002,Adventure,Konami Digital Entertainment
PS3,2014,Action,Namco Bandai Games
DS,2007,Action,Tecmo Koei
NG,1993,Fighting,SNK
PS,1998,Action,Evolution Games
PS2,2002,Fighting,Enterbrain
PS2,2003,Adventure,Sony Computer Entertainment
PS,1999,Role-Playing,Sony Computer Entertainment
PS2,2002,Role-Playing,Gust
GC,2004,Sports,Electronic Arts
GC,2005,Misc,Midway Games
3DS,2013,Action,Activision
PS2,2004,Action,Konami Digital Entertainment
PC,2009,Action,Capcom
Wii,2008,Adventure,Koch Media
DS,2008,Adventure,Tecmo Koei
PSV,2014,Sports,Konami Digital Entertainment
SAT,1997,Action,Capcom
Wii,2010,Sports,Namco Bandai Games
PC,2013,Racing,Codemasters
GB,1998,Sports,Konami Digital Entertainment
GBA,2006,Puzzle,Take-Two Interactive
PS4,2015,Strategy,Kalypso Media
PS,2001,Sports,D3Publisher
PS3,2015,Action,Little Orbit
GC,2002,Action,BAM! Entertainment
SAT,1995,Misc,Seta Corporation
PC,2012,Action,Nordic Games
SNES,1993,Action,Titus
GC,2004,Strategy,Global Star
DS,2007,Role-Playing,Hudson Soft
Wii,2010,Sports,Zoo Games
PSP,2007,Role-Playing,Tecmo Koei
PS,1997,Simulation,GT Interactive
3DS,2015,Action,Namco Bandai Games
PS,1997,Action,Interplay
XOne,2015,Action,Ubisoft
DS,2007,Platform,Atari
GC,2002,Sports,Sega
PS2,2004,Adventure,Microids
DS,2008,Role-Playing,Takara Tomy
DS,2007,Action,Kadokawa Shoten
Wii,2010,Sports,Nintendo
PS3,2011,Fighting,Crave Entertainment
PS,1995,Shooter,Psygnosis
DS,2007,Adventure,Konami Digital Entertainment
Wii,N/A,Misc,Unknown
PS2,2008,Action,Activision
DS,N/A,Action,THQ
DS,2006,Action,505 Games
DS,2008,Puzzle,Capcom
PS2,2002,Sports,SquareSoft
PS4,2016,Shooter,Capcom
PSP,2008,Action,Irem Software Engineering
X360,N/A,Misc,Unknown
GC,2003,Action,Electronic Arts
PS2,2006,Action,Capcom
Wii,2006,Action,505 Games
Wii,2010,Puzzle,O-Games
DS,2008,Platform,Brash Entertainment
GBA,2002,Fighting,Acclaim Entertainment
X360,2015,Sports,Activision
PS2,2007,Fighting,SNK Playmore
XB,2003,Simulation,Konami Digital Entertainment
3DS,2014,Role-Playing,Activision
Wii,2008,Adventure,Majesco Entertainment
PSP,2011,Role-Playing,GungHo
GBA,2005,Sports,Electronic Arts
PS2,2002,Sports,Midway Games
DS,2010,Shooter,Activision
DS,2008,Simulation,Ubisoft
DS,2006,Misc,Nintendo
PS2,2004,Strategy,Crave Entertainment
XB,2006,Racing,Atari
PC,2011,Strategy,Focus Home Interactive
PSP,2008,Puzzle,Empire Interactive
GBA,2005,Adventure,THQ
PSP,2012,Role-Playing,Namco Bandai Games
DS,2008,Action,Ubisoft
DS,2011,Puzzle,City Interactive
PS4,2015,Adventure,Nordic Games
GBA,2003,Action,Ubisoft
DS,2006,Misc,IE Institute
3DS,2015,Action,FuRyu
XB,2003,Racing,TDK Mediactive
PSP,2010,Sports,Take-Two Interactive
3DS,2014,Action,Namco Bandai Games
GBA,2003,Misc,Hudson Entertainment
PSP,2010,Sports,Activision
GBA,2006,Action,Activision
DS,2009,Misc,Tivola
PS,2000,Misc,D3Publisher
DS,2010,Misc,Scholastic Inc.
PS,1997,Racing,Capcom
PS3,2010,Sports,Tecmo Koei
PSP,2007,Strategy,Rising Star Games
PC,2007,Strategy,Microsoft Game Studios
PS,1998,Fighting,Sony Computer Entertainment
PSP,2007,Role-Playing,Global A Entertainment
PS,1996,Sports,Konami Digital Entertainment
PS3,2011,Strategy,Tecmo Koei
WiiU,2014,Action,Activision
PSP,2006,Misc,Edia
XB,N/A,Racing,Unknown
DS,2008,Misc,Electronic Arts
PSP,2009,Simulation,Ubisoft
PS2,2005,Fighting,SNK
Wii,2009,Fighting,D3Publisher
PS,2001,Action,3DO
GBA,2005,Misc,Zoo Digital Publishing
PS2,2010,Adventure,5pb
PS3,2010,Platform,Sony Computer Entertainment
PSV,2014,Role-Playing,Compile Heart
PS2,2004,Simulation,505 Games
DS,2007,Role-Playing,Sega
X360,2011,Racing,Black Bean Games
PS4,2015,Role-Playing,Idea Factory International
GC,2004,Sports,Activision
GC,2003,Strategy,Sega
Wii,2009,Simulation,Destineer
DS,2011,Platform,Majesco Entertainment
PSP,2005,Platform,Take-Two Interactive
PC,2010,Action,Disney Interactive Studios
PS2,2001,Adventure,Athena
PS3,2013,Role-Playing,Nippon Ichi Software
PS2,2006,Role-Playing,Sony Computer Entertainment
XB,2005,Misc,Konami Digital Entertainment
Wii,2009,Misc,Zoo Games
PS2,2006,Adventure,Aria
PS,1997,Platform,BMG Interactive Entertainment
PSV,2012,Racing,Sony Computer Entertainment
X360,N/A,Misc,Unknown
PS2,2004,Role-Playing,Avalon Interactive
DS,2010,Misc,O-Games
X360,2011,Racing,Evolved Games
WiiU,2014,Action,Namco Bandai Games
SNES,1996,Misc,Nippon Telenet
3DS,2014,Strategy,Namco Bandai Games
PS3,2011,Simulation,505 Games
GBA,2005,Shooter,Sega
DS,2008,Action,Gamecock
PS,1998,Shooter,Konami Digital Entertainment
DS,2007,Misc,Tommo
GBA,2002,Action,Konami Digital Entertainment
XB,2004,Strategy,Sega
X360,2009,Simulation,D3Publisher
PC,2014,Sports,Konami Digital Entertainment
PSV,2013,Action,Disney Interactive Studios
GBA,2001,Shooter,Altron
PS2,2006,Strategy,THQ
GEN,1993,Action,Sega
DS,2010,Misc,Zoo Games
DS,2010,Misc,Mentor Interactive
3DS,2016,Action,Warner Bros. Interactive Entertainment
3DS,2014,Adventure,Happinet
DS,2007,Strategy,THQ
X360,2011,Misc,Electronic Arts
X360,N/A,Simulation,Kalypso Media
PS3,2007,Sports,Konami Digital Entertainment
PS,1996,Racing,Tomy Corporation
XB,2003,Sports,Midway Games
DS,2007,Platform,Disney Interactive Studios
3DS,2014,Misc,FuRyu
DS,2011,Puzzle,iWin
PSV,2013,Role-Playing,Gust
GBA,2001,Racing,THQ
PS,1998,Strategy,Media Works
DS,N/A,Puzzle,Avanquest
Wii,2008,Racing,Zoo Games
XB,2004,Simulation,Take-Two Interactive
DS,2009,Misc,Ubisoft
DS,2007,Role-Playing,Electronic Arts
XB,2005,Racing,Ubisoft
PS2,2004,Role-Playing,Enterbrain
GC,2005,Fighting,Namco Bandai Games
X360,2011,Misc,505 Games
PSV,2013,Strategy,Idea Factory
GBA,2002,Simulation,Electronic Arts
XB,2001,Action,Genki
PSP,2006,Shooter,Konami Digital Entertainment
DS,2006,Shooter,Disney Interactive Studios
DS,2009,Simulation,505 Games
PS,1994,Adventure,Psygnosis
PC,2014,Action,Warner Bros. Interactive Entertainment
Wii,2006,Action,Eidos Interactive
XB,2005,Misc,Take-Two Interactive
XB,2002,Adventure,Electronic Arts
DS,2009,Strategy,Deep Silver
DC,1998,Adventure,Fortyfive
GBA,2000,Sports,Konami Digital Entertainment
Wii,2008,Fighting,Sega
DC,2000,Adventure,NEC Interchannel
PS2,2005,Action,Konami Digital Entertainment
XB,2003,Action,Electronic Arts
DS,2008,Simulation,Square Enix
PS2,2000,Simulation,Konami Digital Entertainment
PSP,2006,Shooter,Activision
Wii,2011,Puzzle,Crave Entertainment
GC,2002,Sports,Acclaim Entertainment
PS4,2015,Adventure,Revolution Software
GBA,2003,Action,Capcom
XB,2002,Sports,Acclaim Entertainment
DS,2010,Simulation,Destineer
DS,2010,Simulation,505 Games
DS,2005,Platform,Konami Digital Entertainment
PSP,2010,Action,Marvelous Interactive
PSV,2014,Action,D3Publisher
DS,2011,Simulation,THQ
SNES,1993,Misc,Imax
PS2,2003,Racing,Acclaim Entertainment
Wii,2008,Sports,Activision Value
DS,2007,Action,Namco Bandai Games
PSP,2011,Misc,Konami Digital Entertainment
X360,2012,Fighting,Tecmo Koei
DS,2008,Misc,505 Games
PSP,2010,Fighting,Falcom Corporation
PSP,2006,Fighting,Namco Bandai Games
DS,2011,Platform,Unknown
Wii,2007,Fighting,Game Factory
DS,2008,Adventure,Marvelous Interactive
PS,1997,Racing,Sony Computer Entertainment
PS3,2008,Shooter,SouthPeak Games
DS,2004,Adventure,Ubisoft
PS2,2009,Misc,D3Publisher
DS,2010,Misc,Alchemist
PSV,2015,Sports,Bigben Interactive
GBA,2002,Puzzle,Unknown
PS2,2007,Role-Playing,Tecmo Koei
Wii,2009,Simulation,Nobilis
PSV,2014,Action,Tecmo Koei
3DS,2012,Action,Ackkstudios
Wii,2009,Adventure,Nintendo
PS2,2004,Sports,Zoo Digital Publishing
GBA,2005,Platform,Ubisoft
PS2,2000,Role-Playing,Sunrise Interactive
PS2,2004,Shooter,Namco Bandai Games
PC,2011,Action,Crimson Cow
Wii,2007,Puzzle,Midas Interactive Entertainment
XB,2001,Racing,Electronic Arts
Wii,2007,Sports,Konami Digital Entertainment
PSP,2009,Role-Playing,Tecmo Koei
DS,2007,Strategy,Ubisoft
GC,2003,Action,TDK Mediactive
SAT,1998,Simulation,ESP
PSP,2008,Role-Playing,Sega
PS4,2015,Action,Nordic Games
PS3,2011,Action,Funbox Media
PSP,2008,Fighting,Irem Software Engineering
PSP,2007,Misc,Hudson Entertainment
Wii,2008,Adventure,Majesco Entertainment
GC,2002,Racing,Electronic Arts
PC,2014,Action,Warner Bros. Interactive Entertainment
XOne,2013,Fighting,Microsoft Game Studios
GBA,2004,Action,Nintendo
PS3,2013,Adventure,5pb
PS2,2007,Simulation,Sega
DS,2008,Action,Namco Bandai Games
DS,2006,Shooter,Eidos Interactive
PSV,2014,Action,Sony Computer Entertainment
GBA,2002,Misc,Sega
PSP,2011,Role-Playing,Atlus
PS2,2004,Role-Playing,Sony Computer Entertainment
GBA,2004,Action,Ubisoft
PS2,2003,Racing,Sega
X360,2014,Adventure,Focus Home Interactive
PS,1995,Puzzle,Acclaim Entertainment
GC,2004,Misc,Crave Entertainment
PC,2005,Role-Playing,LucasArts
DS,2007,Strategy,10TACLE Studios
PSV,2013,Sports,Konami Digital Entertainment
SAT,1994,Shooter,Sega
XB,2002,Sports,Ubisoft
XB,2005,Shooter,Groove Games
PS,1998,Shooter,Virgin Interactive
PS,1995,Shooter,Telstar
DS,2008,Misc,Benesse
DS,2005,Misc,Nintendo
PSP,2009,Fighting,Square Enix
3DS,2014,Action,Namco Bandai Games
PC,2011,Strategy,Microsoft Game Studios
Wii,2007,Role-Playing,Sega
DS,2011,Adventure,Namco Bandai Games
PSP,2007,Role-Playing,Falcom Corporation
DS,2009,Puzzle,Oxygen Interactive
DS,2010,Action,JoWood Productions
PS2,2002,Action,Tecmo Koei
DS,2008,Role-Playing,Nobilis
3DS,2014,Action,Activision
GBA,2004,Action,Disney Interactive Studios
Wii,2008,Fighting,Ignition Entertainment
PSP,2011,Misc,Sony Computer Entertainment
GBA,2001,Simulation,Konami Digital Entertainment
3DS,2015,Puzzle,Nintendo
PSP,2011,Role-Playing,FuRyu
PSP,2011,Fighting,Namco Bandai Games
DS,2008,Role-Playing,Game Factory
DS,2006,Strategy,Ubisoft
PS2,2008,Adventure,Namco Bandai Games
PSP,2006,Action,Namco Bandai Games
DS,2009,Puzzle,Playlogic Game Factory
GBA,2001,Platform,LEGO Media
PS,2000,Action,JVC
PC,2010,Racing,Activision
X360,2011,Action,Activision
SNES,1995,Simulation,Pack-In-Video
Wii,2007,Shooter,Tommo
GC,2005,Sports,Crave Entertainment
PS4,2016,Action,Insomniac Games
PSV,2012,Action,D3Publisher
PS2,2005,Role-Playing,Tecmo Koei
PS,2002,Simulation,Infogrames
DS,2011,Misc,Atari
DS,2010,Misc,UFO Interactive
PS,1998,Misc,Konami Digital Entertainment
PS,2000,Sports,Mattel Interactive
PC,2007,Shooter,Midway Games
XB,2004,Strategy,Activision Value
WiiU,2015,Misc,Namco Bandai Games
PC,2011,Adventure,Focus Home Interactive
XB,2005,Misc,Microsoft Game Studios
GBA,2005,Misc,Sega
PS4,2016,Racing,Namco Bandai Games
X360,2011,Adventure,Activision
PS2,2001,Misc,Eidos Interactive
3DS,2014,Simulation,ArtDink
PS2,2001,Simulation,Taito
PS2,2006,Racing,Game Factory
PC,2005,Shooter,Activision
DS,2011,Simulation,THQ
PSP,2006,Misc,Daito
3DS,2013,Shooter,Activision
PS3,2016,Sports,Konami Digital Entertainment
PS2,2001,Shooter,Interplay
X360,2009,Adventure,5pb
PC,2010,Adventure,Deep Silver
X360,2011,Racing,Capcom
PS2,2008,Adventure,Atari
PS2,2008,Fighting,PQube
PS2,2003,Misc,TDK Mediactive
PSP,2008,Adventure,Alchemist
3DS,2014,Adventure,Namco Bandai Games
GC,2005,Fighting,Namco Bandai Games
XB,2003,Sports,Vivendi Games
DS,2006,Action,Konami Digital Entertainment
PS,2001,Sports,Acclaim Entertainment
WiiU,2015,Action,Nintendo
X360,2011,Racing,Activision
DS,2007,Puzzle,Square Enix
PS2,2001,Action,Takara
PS2,2009,Sports,Atari
Wii,2015,Action,Namco Bandai Games
3DS,2016,Adventure,Aksys Games
GBA,2005,Action,Konami Digital Entertainment
GBA,2002,Puzzle,Empire Interactive
Wii,2008,Puzzle,Ubisoft
Wii,2010,Fighting,Takara Tomy
PS3,2012,Action,Sega
X360,2011,Shooter,Cave
SAT,1995,Adventure,Shogakukan
PS4,2014,Action,505 Games
3DS,2011,Action,Alchemist
PS2,2006,Adventure,Enterbrain
XB,2005,Action,Ubisoft
DS,2009,Sports,Midas Interactive Entertainment
Wii,2010,Racing,Storm City Games
DS,2009,Simulation,Ubisoft
PS4,2015,Role-Playing,Deep Silver
PSP,2010,Misc,D3Publisher
DS,2010,Simulation,Little Orbit
PSV,2016,Adventure,Aksys Games
DS,2009,Strategy,Sega
PC,2009,Shooter,Namco Bandai Games
X360,2011,Sports,Tecmo Koei
DS,2007,Platform,Disney Interactive Studios
DS,2009,Shooter,SouthPeak Games
Wii,2008,Racing,Conspiracy Entertainment
PS2,2008,Action,Namco Bandai Games
XB,2005,Adventure,Take-Two Interactive
XB,2003,Action,SCi
PSP,2007,Shooter,Konami Digital Entertainment
DS,2011,Action,Activision
PS2,2002,Action,Konami Digital Entertainment
DS,2006,Misc,TDK Core
DS,2007,Action,Starfish
PC,2007,Role-Playing,Atari
DC,1998,Racing,Infogrames
DS,2008,Simulation,Konami Digital Entertainment
Wii,2009,Adventure,Ubisoft
GBA,2002,Sports,Ubisoft
DS,2010,Simulation,DreamCatcher Interactive
PSP,2007,Role-Playing,Mercury Games
GC,2003,Platform,Acclaim Entertainment
Wii,2009,Action,Conspiracy Entertainment
PS3,2014,Strategy,Namco Bandai Games
PSP,2010,Action,Namco Bandai Games
GC,2003,Action,Ubisoft
PC,2008,Role-Playing,Ascaron Entertainment GmbH
DS,2008,Sports,RTL
PC,2011,Action,Capcom
DS,2007,Misc,Activision
DS,2009,Action,Mindscape
GC,2002,Sports,Konami Digital Entertainment
DS,2008,Puzzle,THQ
3DS,2014,Action,Namco Bandai Games
X360,2012,Shooter,Namco Bandai Games
DS,2008,Role-Playing,Namco Bandai Games
DS,N/A,Simulation,N/A
PS3,2016,Role-Playing,Nippon Ichi Software
PS2,2011,Action,Konami Digital Entertainment
XB,2004,Shooter,Atari
Wii,2007,Misc,Eidos Interactive
PC,2011,Role-Playing,Sony Online Entertainment
PSP,2012,Action,Namco Bandai Games
N64,1999,Adventure,Namco Bandai Games
XB,2005,Shooter,Take-Two Interactive
PC,2013,Action,Capcom
PS3,2011,Action,Sony Computer Entertainment
PS2,2003,Misc,Ubisoft
DS,2011,Misc,Nintendo
PS,1996,Sports,Midway Games
X360,2007,Sports,Activision Value
Wii,2011,Sports,Ubisoft
PS2,2008,Adventure,Kadokawa Shoten
N64,1999,Racing,Kemco
N64,1999,Sports,THQ
N64,1998,Sports,GT Interactive
N64,2000,Sports,Electronic Arts
N64,1998,Racing,THQ
N64,1998,Racing,Ubisoft
N64,1998,Misc,Titus
SAT,1997,Fighting,Capcom
N64,1998,Sports,GT Interactive
N64,1998,Puzzle,Acclaim Entertainment
N64,1998,Shooter,Hudson Entertainment
N64,2000,Racing,Vatical Entertainment
GC,2002,Puzzle,Ubisoft
PSP,N/A,Action,N/A
PSV,2014,Role-Playing,Nihon Falcom Corporation
XOne,2015,Action,PQube
3DS,2012,Action,Namco Bandai Games
XB,2004,Racing,Bethesda Softworks
GBA,2005,Racing,Crave Entertainment
PS4,2016,Shooter,Activision
PSP,2006,Action,Activision
DS,2007,Fighting,Zoo Digital Publishing
PC,1992,Strategy,Electronic Arts
X360,2014,Fighting,Namco Bandai Games
DS,2007,Adventure,Midway Games
DS,2009,Misc,City Interactive
PSP,2010,Sports,Konami Digital Entertainment
PS2,N/A,Shooter,Unknown
DS,2008,Puzzle,UFO Interactive
Wii,2010,Shooter,Unknown
Wii,2010,Puzzle,Rising Star Games
PS,1999,Racing,Crave Entertainment
PSP,2006,Sports,Activision Value
PSP,2006,Action,Konami Digital Entertainment
SAT,1994,Sports,Sega
